100.2	4.932e3
101.0	7.201e4
102.0	1.645e4
102.5	3.100e1
103.0	1.647e4
104.0	7.660e2
105.0	3.673e3
106.0	6.170e2
107.0	6.590e2
108.0	1.351e4
109.0	2.197e3
109.9	4.840e2
111.1	2.171e3
112.2	8.200e2
113.0	1.062e5
113.5	5.600e1
114.0	3.039e3
115.0	7.895e3
115.5	5.900e1
116.0	3.579e3
117.0	1.011e5
118.0	1.244e4
119.0	1.222e4
120.1	1.122e3
120.6	1.800e1
121.1	1.264e3
122.0	6.040e2
123.0	6.630e2
124.0	1.688e3
124.5	7.000e0
125.1	3.193e3
126.0	1.580e3
127.0	1.959e3
127.9	1.680e3
128.5	2.100e1
129.0	3.303e3
130.0	1.084e4
131.0	3.300e3
131.9	4.030e2
133.0	3.989e3
133.5	1.100e1
134.1	5.450e2
135.0	6.577e3
136.1	1.496e3
137.0	4.435e3
138.0	8.720e2
138.9	2.345e3
140.0	1.263e3
141.1	2.631e3
142.0	8.860e2
142.6	2.900e1
143.1	2.406e3
144.1	1.466e3
145.0	7.162e3
146.0	5.660e3
147.0	2.119e4
148.1	3.317e3
149.1	2.671e3
150.0	2.685e3
151.0	2.223e3
151.5	5.100e1
152.0	1.167e4
153.0	5.552e3
154.1	1.702e3
155.1	2.728e3
156.1	3.012e3
157.1	3.014e3
158.0	2.776e3
159.0	4.488e3
160.0	1.645e3
160.9	1.197e4
161.4	2.900e1
162.0	1.371e3
163.0	1.412e4
163.5	5.400e1
164.0	1.425e3
165.0	6.201e3
166.0	7.340e2
167.0	2.093e3
168.0	2.214e3
169.1	6.506e3
170.0	1.197e3
171.1	2.873e3
172.0	1.436e3
173.0	3.303e3
174.0	4.614e3
175.0	2.412e4
176.1	4.736e3
177.0	4.755e3
177.5	5.100e1
178.0	1.175e3
179.0	4.989e3
179.9	1.610e3
180.5	2.380e2
181.0	3.266e4
182.0	2.173e3
183.1	3.036e3
184.0	1.626e3
185.0	1.913e3
186.0	3.647e3
187.0	4.866e3
188.0	1.745e3
189.1	3.527e3
190.0	1.659e3
190.6	1.100e1
191.1	2.494e4
192.1	2.898e3
193.1	6.650e3
194.0	1.934e3
195.1	9.965e3
196.0	8.995e3
196.5	5.200e1
197.0	4.529e3
197.9	1.263e4
198.5	1.430e2
199.0	4.697e3
199.9	5.682e3
200.4	9.100e1
201.0	4.421e3
202.0	1.979e3
203.0	1.569e3
204.0	2.030e3
204.5	2.300e1
205.0	2.179e3
205.6	5.700e1
206.1	1.291e3
207.0	1.091e4
208.0	2.351e3
208.5	1.800e1
209.1	3.064e3
210.1	1.873e3
211.1	2.295e3
212.1	1.699e4
213.1	4.252e3
214.1	2.240e3
215.0	2.515e3
216.1	1.604e3
217.0	5.764e3
218.0	3.120e3
219.1	6.039e3
220.1	7.091e3
221.1	5.128e3
222.0	3.054e3
223.0	3.807e3
223.9	3.261e3
225.0	3.665e3
225.5	1.090e2
226.1	1.871e3
227.0	3.253e3
228.0	1.746e3
229.0	1.925e3
230.0	1.866e3
231.1	1.746e3
231.9	1.109e3
233.0	4.857e3
233.6	2.000e1
234.1	1.635e3
235.0	1.853e3
236.1	5.202e3
237.1	2.344e3
238.0	1.911e3
239.0	5.481e3
