100.3	9.123e4
101.1	5.339e5
101.6	3.470e3
102.1	3.547e5
103.0	2.074e5
103.6	3.340e3
104.1	1.818e5
105.1	7.081e4
106.0	1.026e5
107.0	1.666e5
108.0	3.890e5
109.0	3.181e5
109.5	2.822e3
110.1	6.081e5
111.1	7.953e5
112.0	3.088e5
113.0	2.231e5
114.0	1.707e6
115.0	6.245e5
116.1	3.453e5
117.1	1.569e5
118.1	6.361e5
119.0	3.707e5
119.6	6.930e2
120.1	3.548e5
121.1	1.601e5
122.2	8.274e5
123.1	3.473e5
123.6	6.210e2
124.1	8.631e4
125.1	1.595e5
126.0	3.542e5
127.1	2.222e5
128.1	1.426e5
129.0	2.678e5
129.6	4.213e3
130.1	1.856e5
131.0	6.264e5
132.1	4.259e5
132.6	4.640e2
133.1	1.083e5
134.1	1.237e5
135.1	7.216e4
136.0	4.761e5
137.1	1.878e5
137.6	8.580e2
138.2	7.669e5
139.2	3.812e5
140.1	2.665e5
140.6	7.150e2
141.1	1.354e6
142.1	9.307e5
143.1	2.046e5
144.1	3.630e5
144.6	2.483e3
145.1	1.261e5
146.1	1.896e5
146.6	3.090e2
147.1	1.763e5
148.1	9.255e4
149.1	2.498e5
150.1	1.234e5
151.2	6.061e4
152.1	6.097e4
152.6	5.140e2
153.2	6.696e4
154.1	1.153e5
154.6	1.033e3
155.1	2.564e5
155.6	2.470e2
156.2	2.826e5
157.1	1.875e5
158.1	2.965e6
159.1	8.379e5
160.1	4.656e5
161.1	1.087e5
162.1	1.528e5
163.2	2.204e5
164.1	1.902e5
164.6	2.030e3
165.1	1.855e5
166.1	9.566e4
167.1	7.193e4
168.0	1.231e5
168.5	4.780e3
169.1	7.369e4
170.1	8.932e4
170.7	2.470e3
171.2	3.377e5
172.2	1.302e5
173.1	1.538e5
173.6	2.520e2
174.2	1.700e5
175.2	1.354e5
176.2	1.232e5
177.1	2.342e5
177.6	1.646e3
178.1	1.095e5
178.6	1.444e3
179.2	1.800e5
180.2	7.143e4
181.2	1.066e5
182.1	9.955e4
183.2	2.439e5
183.7	1.134e3
184.2	1.220e5
185.1	2.442e5
186.1	1.807e5
186.6	8.500e2
187.1	3.124e5
187.6	4.600e1
188.2	1.555e5
189.2	1.024e5
190.2	5.926e4
191.1	1.551e5
191.7	1.196e3
192.2	1.008e5
193.2	9.660e4
193.7	6.700e2
194.2	3.140e5
195.2	9.618e4
196.3	2.492e6
197.3	4.569e5
198.3	8.521e5
199.3	1.719e5
200.1	1.471e5
201.1	1.486e5
202.1	1.050e5
202.6	6.460e2
203.2	4.253e5
204.1	1.568e5
204.7	6.860e2
205.2	1.244e5
206.2	8.499e4
207.1	1.066e5
207.6	8.460e2
208.2	7.666e4
209.1	2.415e5
209.7	3.661e3
210.2	1.279e5
211.1	7.654e4
212.1	1.240e5
213.1	5.902e4
214.2	5.024e6
215.2	7.777e5
216.2	4.122e5
217.2	2.218e5
217.7	1.014e3
218.3	5.661e5
219.2	2.009e5
220.2	1.921e5
221.2	1.025e5
222.1	5.410e4
223.1	5.490e4
223.6	3.141e3
224.2	6.091e4
225.1	6.371e4
226.1	7.946e4
227.1	1.386e5
227.6	1.104e3
228.2	8.485e4
229.2	9.288e4
230.1	5.355e4
231.2	1.134e5
232.1	1.904e5
232.7	5.880e2
233.2	1.907e5
234.2	1.016e5
235.1	6.686e4
235.7	1.291e3
236.2	1.598e6
237.2	3.513e5
238.2	1.695e5
239.2	8.384e4
240.2	4.813e4
241.2	5.601e4
242.1	1.384e5
243.1	1.335e5
244.1	6.925e4
244.6	4.010e2
245.2	8.708e4
246.1	5.360e4
246.6	2.370e2
247.2	1.050e5
248.1	5.402e4
249.1	6.120e4
250.2	9.582e4
251.2	7.607e4
252.1	6.876e4
253.1	1.312e5
254.1	1.240e5
254.6	2.046e3
255.2	1.368e5
256.1	5.859e4
256.7	1.651e3
257.2	7.104e4
258.1	3.881e4
259.1	1.411e5
260.1	7.091e4
260.7	1.749e3
261.2	1.171e5
262.2	5.258e4
263.2	7.276e4
264.1	5.488e4
264.6	2.663e3
265.2	4.368e4
266.2	4.324e4
267.2	5.551e4
267.7	2.790e2
268.3	4.554e4
269.2	4.275e4
270.1	5.013e4
271.1	1.143e5
271.6	1.035e3
272.2	4.885e4
273.1	1.016e5
273.7	1.570e2
274.2	6.005e4
275.1	1.410e5
276.1	6.621e4
276.6	8.930e2
277.1	1.109e5
278.2	4.980e4
278.7	9.150e2
279.2	8.145e4
280.2	5.406e4
281.1	5.643e4
281.6	2.074e3
282.2	4.562e4
282.7	6.990e2
283.2	4.693e4
284.1	4.074e4
284.7	1.070e3
285.2	6.883e4
286.1	3.686e4
286.6	4.240e2
287.1	4.874e4
287.6	2.780e2
288.2	4.755e4
289.2	6.721e4
289.7	4.448e3
290.3	9.684e4
291.1	7.993e4
291.6	3.860e2
292.2	6.007e4
292.7	3.370e2
293.2	3.764e4
294.2	6.481e4
295.1	4.239e4
295.7	1.512e3
296.2	4.119e4
297.2	3.975e4
298.2	7.097e4
298.7	1.256e3
299.2	4.389e4
300.2	3.658e4
300.7	9.450e2
301.2	5.235e4
302.2	4.006e4
303.2	6.773e4
304.2	3.942e4
304.7	7.450e2
305.2	7.204e4
306.2	4.268e4
306.7	1.384e3
307.2	4.038e4
308.2	5.778e4
309.1	4.519e4
309.7	2.680e3
310.2	4.914e4
311.2	3.665e4
312.2	3.145e4
313.2	5.171e4
313.7	3.220e2
314.2	8.038e4
315.2	4.588e4
316.2	8.756e4
316.7	6.420e2
317.2	5.766e4
318.1	3.438e4
318.7	7.270e2
319.2	5.534e4
320.2	3.133e4
321.1	6.351e4
321.7	2.420e2
322.2	4.767e4
323.2	3.638e4
324.1	4.238e4
324.6	5.190e2
325.1	4.406e4
326.2	7.496e4
326.7	2.480e2
327.2	5.846e4
328.2	3.444e4
329.2	4.079e4
329.7	4.930e2
330.2	4.590e4
331.1	1.231e5
331.7	9.290e2
332.2	1.043e5
333.1	9.768e4
334.2	5.035e4
335.1	4.699e4
335.6	1.168e3
336.2	4.148e4
337.1	4.835e4
338.2	3.872e4
339.1	3.976e4
339.9	6.112e4
340.4	6.936e3
341.1	3.173e4
342.1	3.694e4
343.0	4.460e4
343.6	7.330e2
344.1	4.320e4
344.6	1.468e3
345.2	6.606e4
346.1	3.423e4
347.2	5.862e4
348.1	9.751e4
348.6	9.860e2
349.1	1.823e5
350.1	5.427e4
351.1	6.781e4
352.1	3.368e4
353.0	3.283e4
354.1	7.975e4
354.6	2.791e3
355.2	6.030e4
356.2	3.802e4
357.1	4.734e4
358.1	3.084e4
358.6	5.500e1
359.2	8.132e4
360.1	3.478e4
360.6	1.500e1
361.2	4.606e4
